,cdatetime,address,crimedescr,ucr_ncic_code,latitude,longitude
109,1/1/06 8:00,3709 PRESIDIO ST,LOST PROPERTY - I RPT,7000,38.63500106,-121.4213652
110,1/1/06 8:00,FLORIN RD / FRANKLIN BLVD,LOST PROPERTY - I RPT,7000,38.49601155,-121.4592772
111,1/1/06 8:00,3615 33RD ST,484J PC PUBLISH CARD INFO,2605,38.54182394,-121.4709505
112,1/1/06 8:00,2324 NORTH AVE,LOST PROPERTY - I RPT,7000,38.63963285,-121.4130509
113,1/1/06 8:00,2800 CHATEAU MONTELENA WAY,530 PC FALSE PERS. REC PROP,2604,38.63351404,-121.5282646
114,1/1/06 8:00,1820 FRIENZA AVE,459 PC  BURGLARY BUSINESS,2203,38.61199425,-121.4244182
115,1/1/06 8:00,2230 J ST,1708 US   THEFT OF MAIL,2310,38.57546355,-121.4761823
116,1/1/06 8:00,6581 HARMON DR,LOST PROPERTY - I RPT,7000,38.50771305,-121.5534498
117,1/1/06 8:00,6054 RIVERSIDE BLVD,530.5 PC USE PERSONAL ID INFO,2604,38.51617367,-121.5286379
118,1/1/06 8:00,1545 RIVER PARK DR,484 PETTY THEFT CLOUT UNLOCKED,2305,38.60088271,-121.4352821
119,1/1/06 8:00,1287 TRAIL END WAY,484G(B) PC ACCESS CARD FRAUD,2605,38.63244741,-121.4903723
120,1/1/06 8:00,2215 BORONA WAY,530 PC FALSE PERS. REC PROP,2604,38.62275946,-121.513946
121,1/1/06 8:00,6 SHELTER POINT CT,TELEPEST -I RPT,7000,38.51110856,-121.5343434
122,1/1/06 8:00,970 FRIENZA AVE,SUSP PERS-NO CRIME - I RPT,7000,38.61286644,-121.4444547
123,1/1/06 8:00,1631 W EL CAMINO AVE,530 PC FALSE PERS. REC PROP,2604,38.61301252,-121.4993798
124,1/1/06 8:05,SWEET PEA WAY / SHADY ARBOR CT,10851 VC AUTO THEFT LOCATE,2404,38.60758365,-121.5411045
125,1/1/06 8:57,RIO LINDA BLVD / MAIN AVE,TOWED/STORED VEHICLE,7000,38.65509277,-121.4477394
126,1/1/06 9:00,5878 KAHARA CT,653M(B) PC ANNOY/RPT CALL HOME,5307,38.5206653,-121.515833
127,1/1/06 9:15,18 GODELLO CT,242 PC  BATTERY CIVILIAN,1313,38.62749128,-121.528707
128,1/1/06 9:15,7850 COLLEGE TOWN DR,11377(A)HS POSS AMPHETAMINES,3572,38.55456463,-121.4106138
129,1/1/06 9:30,4947 KOKOMO DR,TOWED/STORED VEHICLE,7000,38.66227019,-121.5291389
130,1/1/06 9:45,HOWE AVE / AMERICAN RIVER DR,TOWED/STORED VEHICLE,7000,38.5695415,-121.409084
131,1/1/06 9:53,4650 NATOMAS BLVD,506 PC EMBEZZLEMENT/CONTRACTOR,2799,38.65731154,-121.5119979
132,1/1/06 10:00,3724 SAN CARLOS WAY,MISSING PERSON I RPT,7000,38.54072015,-121.4620361
133,1/1/06 10:00,4410 CRESTWOOD WAY,BURGLARY - I RPT,7000,38.53437911,-121.5068742
134,1/1/06 10:00,1500 TESSA AVE,TOWED/STORED VEHICLE,7000,38.62194039,-121.431713
135,1/1/06 10:00,7500 HOSPITAL DR,THREATS - I RPT,7000,38.46337225,-121.4161718
136,1/1/06 10:00,8545 FOLSOM BLVD,MISSING PERSON,7000,38.54929974,-121.3882189
137,1/1/06 10:30,8105 PHINNEY DR,459 PC  BURGLARY RESIDENCE,2204,38.46449565,-121.456788
138,1/1/06 10:30,401 J ST,594(B)(2)(A) VANDALISM/ -$400,2999,38.58259727,-121.500996
139,1/1/06 11:00,3632 52ND ST,459 PC  BURGLARY RESIDENCE,2204,38.54100057,-121.4458147
140,1/1/06 11:01,SAN FRANCISCO BLVD / 50TH ST,11364 HS POSS DRUG PARAPH,3599,38.53725889,-121.4477561
141,1/1/06 11:04,5524 DANJAC CIR,TOWED/STORED VEHICLE,7000,38.52545723,-121.5139339
142,1/1/06 11:08,2571 ALTOS AVE,CASUALTY REPORT,7000,38.61361383,-121.454378
143,1/1/06 11:10,414 K ST,484 PETTY THEFT-SHOPLIFT,2303,38.58062786,-121.5014996
144,1/1/06 11:30,7486 CARELLA DR,MISSING PERSON,7000,38.48682651,-121.5001978
145,1/1/06 11:30,7TH ST / J ST,11364 HS POSS DRUG PARAPH,3599,38.58137649,-121.4974538
146,1/1/06 11:30,5701 LERNER WAY,MISSING PERSON,7000,38.48023792,-121.4360926
147,1/1/06 11:46,1321 E ST,HARASSMENT - I RPT,7000,38.58472227,-121.4858505
148,1/1/06 11:49,1912 BOWLING GREEN DR,O/S AGENCY -ASSISTANCE- I RPT,7000,38.60666541,-121.422421
149,1/1/06 12:00,3555 AUBURN BLVD,MISSING PERSON,7000,38.63862878,-121.3815598
150,1/1/06 12:00,7526 TITIAN PKWY,10851(A)VC TAKE VEH W/O OWNER,2404,38.48420982,-121.448306
151,1/1/06 12:00,12 WATERGLEN CIR,487(D)GRAND THEFT FIREARM/ANIM,2399,38.56047289,-121.3902704
152,1/1/06 12:00,4733 NASHUA WAY,484G(B) PC ACCESS CARD FRAUD,2605,38.65394829,-121.462463
153,1/1/06 12:00,971 ACACIA AVE,LOST PROPERTY - I RPT,7000,38.62221222,-121.4447319
154,1/1/06 12:00,3146 PALMER ST,530.5 PC USE PERSONAL ID INFO,2604,38.62524321,-121.4304825
155,1/1/06 12:00,8178 CENTER PKWY,653M(A) PC OBSCENE/THREAT CALL,5309,38.46027205,-121.4304773
156,1/1/06 12:30,1820 FRIENZA AVE,459 PC  BURGLARY BUSINESS,2203,38.61199425,-121.4244182
157,1/1/06 12:45,1689 ARDEN WAY,647(A) PC LEWD CONDUCT,7299,38.60154457,-121.42747
158,1/1/06 12:45,1029 FRIENZA AVE,TOWED/STORED VEHICLE,7000,38.61317258,-121.4424469
159,1/1/06 13:00,5770 FREEPORT BLVD,GANG ACTIVITY - I RPT,7000,38.52199137,-121.4990149
160,1/1/06 13:10,1113 CONGRESS AVE,11364 HS POSS DRUG PARAPH,3599,38.63070055,-121.440864
161,1/1/06 13:49,3421 AUBURN BLVD,459 PC  BURGLARY-UNSPECIFIED,2299,38.6374478,-121.3846125
162,1/1/06 14:00,560 SANDBURG DR,530.5 PC USE PERSONAL ID INFO,2604,38.56839814,-121.4313525
163,1/1/06 14:40,7608 AMHERST ST,HARASSMENT - I RPT,7000,38.48020103,-121.5015786
164,1/1/06 14:57,3801 DUCKHORN DR,422 PC THREAT/INTENT TO TERROR,1602,38.63910642,-121.528
165,1/1/06 14:59,5TH ST / P ST,CASUALTY REPORT,7000,38.57543889,-121.5029735
166,1/1/06 15:00,7301 MEADOWGATE DR,10851(A)VC TAKE VEH W/O OWNER,2404,38.49203951,-121.4613302
167,1/1/06 15:00,5518 SAGPOND WAY,484J PC PUBLISH CARD INFO,2605,38.6776884,-121.5345401
168,1/1/06 15:13,33RD ST / 11TH AVE,20001(A) VC HIT/RUN INJ/DEATH,5401,38.54199544,-121.4712254
169,1/1/06 15:30,35 QUAY CT,10851(A)VC TAKE VEH W/O OWNER,2404,38.5127908,-121.5313723
170,1/1/06 15:30,1814 19TH ST,484 PETTY THEFT-SHOPLIFT,2303,38.56796664,-121.4852542
171,1/1/06 15:30,2505 52ND AVE,LOST PROPERTY - I RPT,7000,38.50488174,-121.4804148
172,1/1/06 15:36,5770 FREEPORT BLVD,FOUND PROPERTY - I RPT,7000,38.52199137,-121.4990149
173,1/1/06 15:40,1751 BELL AVE,TOWED/STORED VEHICLE,7000,38.64823548,-121.4261249
174,1/1/06 16:00,3661 TRUXEL RD,484 PC   PETTY THEFT/INSIDE,2308,38.63589608,-121.5055312
175,1/1/06 16:00,3904 MAY ST,MISSING PERSON,7000,38.63869884,-121.4424398
176,1/1/06 16:00,1650 BAINES AVE,459 PC  BURGLARY RESIDENCE,2204,38.66157492,-121.4969793
177,1/1/06 16:00,6272 MACK RD,487(A) PC GRAND THEFT,2303,38.47415723,-121.4296995
178,1/1/06 16:00,8389 FOLSOM BLVD,484 PC   PETTY THEFT/INSIDE,2308,38.54818818,-121.3940644
179,1/1/06 16:25,FOLSOM BLVD / WATT AVE,NON INJ HR/MAIL OUT REPORT,7000,38.5530906,-121.3751255
180,1/1/06 16:30,1801 BELL AVE,TOWED/STORED VEHICLE,7000,38.64770425,-121.4242104
181,1/1/06 16:51,2314 Q ST,TRAFFIC-ACCIDENT-NON INJURY,5400,38.56737967,-121.4786515
182,1/1/06 16:57,2340 MOSSY BANK DR,10851(A)VC TAKE VEH W/O OWNER,2404,38.60972461,-121.4953467
183,1/1/06 16:57,8101 COSUMNES RIVER BLVD,11364 HS POSS DRUG PARAPH,3599,38.45718227,-121.4133413
184,1/1/06 16:59,J ST / 17TH ST,TRAFFIC-ACCIDENT-NON INJURY,5400,38.5777553,-121.4838823
185,1/1/06 17:00,8200 CENTER PKWY,10851(A)VC TAKE VEH W/O OWNER,2404,38.45964489,-121.4291448
186,1/1/06 17:00,6421 SUN RIVER DR,484 PETTY THEFT/LICENSE PLATE,2399,38.50926564,-121.4129728
187,1/1/06 17:00,3715 IVY ST,459 PC  BURGLARY RESIDENCE,2204,38.63535055,-121.4281542
188,1/1/06 17:00,3157 BRIDGEFORD DR,LOST PROPERTY - I RPT,7000,38.62642643,-121.487454
189,1/1/06 17:30,11TH ST / F ST,197 JUSTIFIABLE HOMI-CIVILIAN,999,38.58432423,-121.4902264
190,1/1/06 17:37,17TH ST / Q ST,TRAFFIC-ACCIDENT-NON INJURY,5400,38.57001564,-121.4872296
191,1/1/06 17:41,FRUITRIDGE RD / 53RD ST,20001(A) VC HIT/RUN INJ/DEATH,5401,38.52496323,-121.4438874
192,1/1/06 17:41,5301 FRUITRIDGE RD,23153(A) VC DUI CAUSE INJURY,5404,38.52517945,-121.4443121
193,1/1/06 18:00,2890 GROVE AVE,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,38.62009985,-121.4590851
194,1/1/06 18:00,2828 CONNIE DR,MISSING PERSON,7000,38.6176064,-121.4204494
195,1/1/06 18:00,3700 32ND ST,594(B)(1)PC  VANDALISM +$400,2999,38.54069286,-121.4728119
196,1/1/06 18:00,1632 BROADWAY,594(B)(2)(A) VANDALISM/ -$400,2999,38.56108765,-121.4913716
197,1/1/06 18:10,1729 DIGGS PARK DR,TRAFFIC-ACCIDENT-NON INJURY,5400,38.62764502,-121.4258496
198,1/1/06 18:19,5301 FRUITRIDGE RD,TOWED/STORED VEHICLE,7000,38.52517945,-121.4443121
199,1/1/06 18:23,2700 DEL PASO RD,484 PETTY THEFT-SHOPLIFT,2303,38.65543537,-121.5223763
200,1/1/06 18:55,7290 FRANKLIN BLVD,211 PC  ROBBERY UNSPECIFIED,1299,38.49250972,-121.4579445
201,1/1/06 18:55,700 N 5TH ST,1551(A) FUGITIVE FROM JUSTICE,4902,38.60057486,-121.4940223
202,1/1/06 19:00,321 ELEANOR AVE,MISSING PERSON,7000,38.61712192,-121.4587997
203,1/1/06 19:00,321 ELEANOR AVE,MISSING PERSON,7000,38.61712192,-121.4587997
204,1/1/06 19:00,7659 MASTERS ST,10851(A)VC TAKE VEH W/O OWNER,2404,38.44227407,-121.4127165
205,1/1/06 19:00,3644 DAYTON ST,459 PC  BURGLARY VEHICLE,2299,38.63425266,-121.4177759
206,1/1/06 19:00,2800 BROADWAY,484 PC   PETTY THEFT/INSIDE,2308,38.55701398,-121.4762723
207,1/1/06 19:11,1418 E ST,MISCELLANEOUS I RPT (ZMISC),7000,38.58376222,-121.4848464
208,1/1/06 19:40,3514 37TH ST,459 PC  BURGLARY VEHICLE,2299,38.54242302,-121.4674602
209,1/1/06 19:59,227 JIBBOOM ST,484 PC   PETTY THEFT/INSIDE,2308,38.59572389,-121.5050785
210,1/1/06 20:00,78 REDWOOD AVE,10851(A)VC TAKE VEH W/O OWNER,2404,38.609884,-121.46479
211,1/1/06 20:00,3311 LONG BRANCH CT,459 PC  BURGLARY VEHICLE,2299,38.62798992,-121.5092581
212,1/1/06 20:00,1601 ARDEN WAY,459 PC  BURGLARY VEHICLE,2299,38.60240036,-121.4295032
213,1/1/06 20:00,1701 13TH ST,TELEPEST -I RPT,7000,38.57117547,-121.4924504
214,1/1/06 20:05,7770 52ND AVE,459 PC  BURGLARY RESIDENCE,2204,38.50482198,-121.4112131
215,1/1/06 20:30,2621 STONECREEK DR,THREATS - I RPT,7000,38.61328867,-121.494681
216,1/1/06 20:40,EL CAMINO AVE / GROVE AVE,TOWED/STORED VEHICLE,7000,38.61112465,-121.4593596
217,1/1/06 20:49,3200 TRUXEL RD,THREATS - I RPT,7000,38.62581805,-121.4971301
218,1/1/06 21:00,2540 VENTURE OAKS WAY,10851(A)VC TAKE VEH W/O OWNER,2404,38.61102318,-121.5119472
219,1/1/06 21:00,1732 ELDRIDGE AVE,487(A) GRAND THEFT-INSIDE,2308,38.62266231,-121.4260893
220,1/1/06 21:10,23RD ST / Q ST,20001(A) VC HIT/RUN INJ/DEATH,5401,38.56788759,-121.4792459
221,1/1/06 21:11,NORTHGATE BLVD / ROSIN CT,20002(A) HIT/RUN,5401,38.63659439,-121.4763493
222,1/1/06 21:15,5530 STOCKTON BLVD,12020(A)(4) PC DIRK/DAGGER,5212,38.52654807,-121.4434066
223,1/1/06 21:33,FRANKLIN BLVD / FLORIN RD,20001(A) VC HIT/RUN INJ/DEATH,5401,38.49601155,-121.4592772
224,1/1/06 22:00,1609 BOWLING GREEN DR,10851(A)VC TAKE VEH W/O OWNER,2404,38.60311006,-121.4269745
225,1/1/06 22:00,1422 BREWERTON DR,10851(A)VC TAKE VEH W/O OWNER,2404,38.61589867,-121.4924786
226,1/1/06 22:00,2000 DEL PASO BLVD,11364 HS POSS DRUG PARAPH,3599,38.60880668,-121.4528434
227,1/1/06 22:00,MCGLASHAN ST / PERRY AVE,20002(A) HIT/RUN,5401,38.53137433,-121.4506403
228,1/1/06 22:00,PERRY AVE / 46TH ST,20002(A) HIT/RUN,5401,38.5313798,-121.4523742
229,1/1/06 22:00,8552 ERINBROOK WAY,459 PC  BURGLARY VEHICLE,2299,38.56165546,-121.3880115
230,1/1/06 22:00,4100 NORTHGATE BLVD,459 PC  BURGLARY VEHICLE,2299,38.64316291,-121.4745819
231,1/1/06 22:00,7901 34TH AVE,594(B)(2)(A) VANDALISM/ -$400,2999,38.52225475,-121.4114993
232,1/1/06 22:10,630 JESSIE AVE,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,38.64390931,-121.4507882
233,1/1/06 22:28,4 WAYNE CT,VANDALISM - I RPT,7000,38.51585237,-121.3675001
234,1/1/06 22:30,3800 STOCKTON BLVD,10851(A)VC TAKE VEH W/O OWNER,2404,38.54020494,-121.4505653
235,1/1/06 22:30,5907 BAMFORD DR,11364 HS POSS DRUG PARAPH,3599,38.47226256,-121.4336162
236,1/1/06 22:30,5425 RIO LINDA BLVD,10851(A)VC TAKE VEH W/O OWNER,2404,38.66757714,-121.4538176
